key,award_score,question_content,question_option,reading_time,right_answers
161,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,壁虎在遇到敌人攻击，很危险的情况下会舍弃身体的什么部分逃走？,1^尾巴$2^爪子$3^脑袋,20,1
162,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,不是《诗经》分类方法的？,1^赋$2^雅$3^颂,20,1
163,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,世界上现存最大的两栖动物，因叫声很像幼儿哭声又名什么鱼？,1^海豚$2^鳄鱼$3^娃娃鱼,20,3
164,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,变脸是我国哪个表演戏剧的绝活？,1^川剧$2^京剧$3^豫剧,20,1
165,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,骨质疏松症主要是身体缺乏哪种矿物质？,1^钙$2^锌$3^维生素D,20,1
166,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,夜盲症缺什么维生素所导致？,1^维生素C$2^β胡萝卜素$3^维生素A,20,3
167,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,曾饰演许文强，小马哥，赌神，等经典角色的香港男影星是谁？,1^周杰伦$2^周星驰$3^周润发,20,3
168,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,徐克电影笑傲江湖东方不败的东方不败由哪位女演员扮演的？,1^王祖贤$2^林青霞$3^周慧敏,20,2
169,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,2009年红极一时的歌曲，七月份的尾巴，是什么星座？,1^双鱼座$2^摩羯座$3^狮子座,20,3
170,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,不同人种肤色的巨大差别是由什么造成的？,1^黑色素$2^水$3^岩石,20,1
171,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,有“小哥”一称，与周杰伦共同演唱千里之外的男歌手是谁？,1^费玉清$2^范特西$3^叶惠美,20,1
172,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,霸王别姬是京剧中有名的桥段，请问项羽在那条河边自刎的？,1^湘江$2^乌江$3^松花江,20,2
173,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,我国大陆家庭电路的电压统一使用为多少伏？,1^210V$2^220V$3^230V,20,2
174,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,著名卡通形象米老鼠有几根手指？？,1^三根$2^四根$3^五根,20,2
175,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,动画片中舒克贝塔历险记中，舒克是什么职业？,1^指挥官$2^飞行员$3^炮兵,20,2
176,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,四大名茶之一的龙井茶产地是哪个城市？,1^杭州$2^安徽$3^甘肃,20,1
177,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,自称9岁起博览群书，智商前三百年，后三百年无人能及的网络红人俗称什么？,1^凤姐$2^芙蓉姐姐$3^小胖,20,1
178,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,电影午夜凶铃中从电视剧爬出来的著名恐怖角色叫什么？,1^栗子$2^松子$3^贞子,20,3
179,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,中国和朝鲜两国的界河叫做什么江？,1^松花江$2^鸭绿江$3^澜沧江,20,2
180,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,目前我国内地的小型民用汽车牌照的底色是什么颜色？,1^蓝色$2^黄色$3^红色,20,1
181,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,被誉为绿色林海的大兴安岭位于我国哪个省份？,1^吉林$2^黑龙江$3^天津,20,2
182,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,欧洲的哪个城市被世界公认为“雾都”？,1^伦敦$2^柏林$3^马德里,20,1
183,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,西藏布达拉宫最初是松赞干布为了迎接谁而兴建的？,1^太平公主$2^文成公主$3^南溪公主,20,2
184,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,金庸小说《射雕英雄传》中第一次华山论剑的胜利者是哪一位？,1^欧阳克$2^洪七公$3^王重阳,20,3
185,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,法国巴黎有名的凯旋门是为了纪念哪位名人建造的？,1^凯撒大帝$2^麦哲伦$3^拿破仑,20,3
186,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,电影《泰坦尼克号》中，年老的 Rose 扔进海里的蓝色钻石叫什么名字？,1^海洋之心$2^海洋之泪$3^海洋之南,20,1
187,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“小虎队”成员中，吴奇隆被称为什么虎？,1^乖乖虎$2^霹雳虎$3^小坏虎,20,2
188,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,在《三国演义》中，“一个愿打一个愿挨”形容的是周瑜与哪位将领的故事？？,1^张飞$2^黄盖$3^刘备,20,2
189,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,小说《封神演义》中，哪位著名的的人物用直的鱼钩钓鱼？？,1^哪吒$2^姜太公$3^妲己,20,2
190,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,我国明代“七下西洋”的航海家是谁？,1^郑和$2^郑成功$3^文天祥,20,1
191,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,2008 年的北京奥运会，中国代表队一共夺得了多少枚金牌？,1^50$2^51$3^52,20,2
192,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,香港特别行政区的区花是什么？,1^紫荆花$2^菊花$3^玫瑰花,20,1
193,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,收藏有油画《蒙娜丽莎》等珍贵作品的博物馆是哪一座？,1^卢浮宫$2^大英博物馆$3^大都会博物馆,20,1
194,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,琼瑶电视剧《还珠格格》中紫薇格格的亲生母亲叫什么名字？,1^夏雨荷$2^容嬷嬷$3^夏冬春,20,1
195,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,历史上“焚书坑儒”的只中国的那一位皇帝？,1^秦始皇$2^汉文帝$3^明成祖,20,1
196,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,28 年作为央视春节联欢晚会结尾曲的歌曲叫什么名字？,1^难忘今宵$2^快乐$3^相约,20,1
197,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,小说《封神演义》中，传说由狐狸精变成的商纣王宠妃是谁？,1^妲己$2^柳琵琶$3^褒姒,20,1
198,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,曹雪芹的《红楼梦》中，葬花的人是谁？,1^林黛玉$2^李纨$3^薛宝钗,20,1
199,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,我国哪个古镇以生产瓷器而闻名于世？,1^景德镇$2^苏镇$3^铜龙镇,20,1
200,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,金庸小说《倚天屠龙记》中，金毛狮王叫什么名字？,1^谢逊$2^黛绮丝$3^韦一笑,20,1
201,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,用椰子和西瓜打头哪一个比较痛？,1^西瓜$2^头$3^椰子,20,2
202,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,兔子和乌龟比什么绝对不会输？,1^跳高$2^仰卧起坐$3^赛跑,20,2
203,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,世界上有“钢琴诗人”之称的波澜钢琴家是哪一位？,1^肖邦$2^贝多芬$3^莫扎特,20,1
204,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“遥知兄弟登高处，遍插茱萸少一人” ，描述的是什么节日？,1^清明节$2^重阳节$3^端午节,20,2
205,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,标准中国象棋中，一共有多少个棋子？,1^30$2^31$3^32,20,3
206,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,通常所说的计算机的“大脑”指的是电脑的什么部件？,1^CPU$2^硬盘$3^风扇,20,1
207,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,古诗名句“春蚕到死丝方尽”的下句是？,1^蜡炬成灰泪始干$2^何事秋风悲画扇$3^只是当时已惘然,20,1
208,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,电影《泰坦尼克号》的主题曲叫做？,1^我心永恒$2^海洋之心$3^泰坦尼克,20,1
209,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,我们通常所说“煤气中毒”是由于煤气中哪种气体吸入过量造成的？？,1^一氧化碳$2^一氧化硫$3^二氧化碳,20,1
210,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,中国十大名茶之一的“白毫银针”原产地在哪个省？,1^福建$2^辽宁$3^北京,20,1
211,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“大弦嘈嘈如急雨，小弦切切如私语”描述的是哪种乐器？,1^琵琶$2^胡琴$3^古筝,20,1
212,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,现代奥运会起源于哪个国家？,1^埃及$2^雅典$3^希腊,20,3
213,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,古诗名句“在天愿作比翼鸟”的下句是？,1^在地愿为连理枝$2^流光欺人忽蹉跎$3^半江瑟瑟半江红,20,1
214,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《西游记》中孙悟空的一个跟斗可以翻多远？,1^十万八千里$2^一万五千里$3^三万四千里,20,3
215,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,中国的“雾都”是指哪个城市？,1^重庆$2^上海$3^天津,20,1
216,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,古诗名句“忽如一夜春风来”的下句是？,1^千树万树梨花开$2^今日江南又逢君$3^楚客相思益渺然,20,1
217,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,著名的《女史箴图》是哪位画家的作品？,1^丰子恺$2^吴道子$3^顾恺之,20,3
218,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下与自己“辈分相同”的亲属是？,1^舅舅的嫂子的表哥$2^表妹的舅母的堂弟$3^姨夫的弟媳的外甥,20,3
219,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,古诗名句“黄四娘家花满蹊”的下句是？,1^留连戏蝶时时舞$2^千朵万朵压枝低$3^一枝红杏出墙来,20,2
220,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,.人们常说的“白山黑水”中的“黑水”是指东北的哪条江河？,1^松花江$2^黑龙江$3^鸭绿江,20,2
221,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,古代名画“步辇图”的作者是谁？,1^阎立本$2^郭沫若$3^齐白石,20,1
222,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,国色天香指的是哪种植物？,1^玫瑰$2^百合$3^牡丹,20,3
223,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,古诗名句“千磨万击还坚劲”的下句是？,1^任尔东西南北风$2^唯见长江天际流$3^青春作伴好还乡,20,1
224,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,奥运会中的跳台跳水的跳台有几米？,1^8米$2^9米$3^10米,20,3
225,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,吃多了皮蛋会造成哪种重金属元素中毒？,1^铅$2^硫$3^铜,20,1
226,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,.武则天是中国历史上唯一的女皇帝，她改国号为什么？,1^周$2^李$3^王,20,1
227,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,人体分解和代谢酒精的主要器官是什么？,1^大脑$2^肝$3^胃,20,2
228,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,古代名画“洛神赋图”的作者是？,1^徐飞鸿$2^齐白石$3^顾恺之,20,3
229,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“众里寻他千百度。”出自辛弃疾的哪首词？,1^青玉案·元夕$2^永遇乐·京口北固亭怀古$3^卜算子,20,1
230,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,人体最坚硬的部分是哪里？,1^脂肪$2^牙齿$3^心脏,20,2
231,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,金庸小说《笑傲江湖》中，华山派掌门，号称君子剑的是谁？,1^岳不群$2^令狐冲$3^左冷禅,20,1
232,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《西游记》中唐僧师徒四人经过了多少难最终取到了真经？,1^36难$2^72难$3^81难,20,2
233,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,古诗名句“问世间情为何物”的下句是？,1^只是一物降一物$2^直教人生死相许$3^只是当时已惘然,20,2
234,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《智取威虎山》中经典台词”天王盖地虎“下一句是？,1^小鸡炖蘑菇$2^宝塔镇河妖$3^一派高岗千古秀,20,2
235,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“飞雪连天射白鹿，笑书神侠倚碧鸳”是哪位作家的14部著作简称？,1^金庸$2^古龙$3^梁羽生,20,1
236,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,相传太极拳是由武当山哪位道士所创？,1^张翠山$2^张三丰$3^俞岱岩,20,2
237,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“出师未捷身先死，长使英雄泪满襟”是形容谁的？,1^张飞$2^诸葛亮$3^周瑜,20,2
238,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,古诗名句“身无彩凤双飞翼”的下句是？,1^今年花开又一年$2^心有灵犀一点通$3^青春作伴好还乡,20,2
239,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,古诗名句“前无古人后无来者”的下句是？,1^念天地之悠悠$2^只是不见仙$3^悠然见南山,20,1
240,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,古诗名句“但使龙城飞将在”的下句是？,1^不教胡马度阴山$2^马上相逢无纸笔$3^片片吹落轩辕台,20,1
241,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,三国时期“火烧连营”一战的对阵双方是？,1^张飞和曹操$2^陆逊和刘备$3^诸葛亮和周瑜,20,2
242,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,电影《白毛女》中，抢走喜儿的地主叫什么名字？,1^黄世仁$2^杨白劳$3^莫声谷,20,1
243,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,李闯王是指明末哪位农民起义领袖？,1^李自成$2^李刚$3^李双江,20,3
244,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,中国象棋”楚河汉界“跟那两个历史人物有关？,1^刘邦和项羽$2^诸葛亮和关羽$3^陆逊和貂蝉,20,1
245,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《西游记》中二郎神身边的神犬名叫什么？,1^哮天犬$2^三眼珠$3^约瑟夫,20,2
246,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,泼水节是我国哪个民族的传统节日也是他们的新年？,1^傣族$2^黎族$3^高山族,20,1
247,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,在感恩节这天，美国的家庭基本上都会吃的一道传统食物是什么？,1^火鸡$2^烤鸭$3^带鱼,20,1
248,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,传说中的女娲补天，女娲的上半身是人，下半身是什么动物？,1^马$2^鱼$3^蛇,20,2
249,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,消费者投诉举报专线电话号码是多少？,1^12306$2^123456$3^12315,20,3
250,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“不鸣则已，一鸣惊人”是形容？,1^楚庄王$2^庞统$3^黄月英,20,1
251,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,驴打滚源于满洲，是我国哪个城市的古老小吃品种之一？,1^西安$2^新疆$3^北京,20,3
252,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,古代成语“并日而食”的寓意是？,1^吃的很丰盛$2^吃不饱$3^两天吃一顿饭,20,2
253,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,古代成语“爱鹤失众”的寓意是？,1^为人友善$2^因小失大$3^不听他人意见,20,2
254,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,古代成语“一曝十寒”的意思是？,1^天气很冷$2^没有恒心$3^有耐力,20,2
255,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,古代成语“沐猴而冠”的意思是？,1^知书达理$2^徒有其表$3^爱买衣服,20,2
256,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,古代成语“兵不血刃”的意思是？,1^全军覆没$2^打仗很惨烈$3^不战而胜,20,3
257,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,古代成语“门可罗雀”的意思是？,1^家大业大$2^很冷清$3^十分热闹,20,2
258,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,在野外露营时，夜里应该在营地附近生起篝火，这样做是为了？,1^防止第二天迷路$2^防止附近野兽靠近$3^保温,20,2
259,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,中国的火警电话是？,1^114$2^119$3^120,20,2
260,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,加油站可以拨打手机么？,1^不可以$2^可以$3^没有规定,20,1
261,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,被称为“天下第一行书”的是？,1^兰亭序$2^肚痛帖$3^黄州寒食帖,20,1
262,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,小猫掉进了河里，大猫将其救起。问：小猫被救上岸时，会说什么？,1^谢谢~~$2^喵~$3^不要救我！,20,2
263,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,动物园里谁是百兽之王？,1^老虎$2^园长$3^猴子,20,2
264,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,一根针掉进了海里后，该怎么办？,1^跳海捞针$2^抽干海水$3^再去买一根,20,3
265,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,两只狗赛跑，甲狗跑得快，乙狗跑得慢，跑到终点时，哪只狗出汗多？,1^甲狗$2^乙狗$3^都不会出汗,20,3
266,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“唐”字由多少笔画构成？,1^10画$2^11画$3^12画,20,1
267,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“藏”字由多少笔画构成？,1^15画$2^17画$3^19画,20,2
268,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“域”字由多少笔画构成？,1^9画$2^11画$3^12画,20,2
269,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“拉萨”两个字共由多少笔画构成？,1^15画$2^19画$3^20画,20,2
270,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,人体缺少哪种元素会引起甲状腺肿大，俗称大脖子病？,1^钙$2^碘$3^锌,20,2
271,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,在电视剧《流星花园》中，言承旭、周渝民、吴建豪、朱孝天组成的组合名叫什么？,1^F4$2^H4$3^S4,20,1
272,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,十二生肖中排在羊后面的动物是什么？,1^龙$2^鸡$3^猴,20,3
273,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,围棋棋盘上一共有多少个交叉点？,1^108个$2^225个$3^361个,20,3
274,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,世界上最大的禽类蛋是现存的哪种动物的蛋？,1^鸡$2^鹅$3^鸵鸟,20,3
275,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,中国古代的足球运动在公元前300年就已盛行，当时这项运动叫什么？,1^蹴鞠$2^射门$3^竹篓,20,1
276,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,赵州桥位于我国哪个省？,1^湖南$2^河北$3^山西,20,2
277,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,许海峰获得了中国第一枚奥运金牌，他是在什么项目获得的？,1^跳水$2^游泳$3^射击,20,3
278,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,悬梁刺股的股是指人的哪个部位？,1^大腿$2^屁股$3^胳膊,20,1
279,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,中药里所说的“陈皮”是指？,1^老树皮$2^橘子皮$3^陈旧的书皮,20,2
280,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“生命是一袭华美的袍，爬满了虱子”出自哪位作家？,1^张爱玲$2^鲁迅$3^冰心,20,1
281,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,橙子是橘子跟什么水果的杂交品种？,1^柠檬$2^苹果$3^柚子,20,3
282,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,各个国家的大使馆都在中国的哪座城市？,1^北京$2^上海$3^重庆,20,1
283,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,我们常说的托福考试是对哪种语言进行的测试？,1^英语$2^法语$3^日语,20,1
284,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,石锅拌饭是流行整个东亚的美食，它来源于哪个国家？,1^日本$2^韩国$3^泰国,20,2
285,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,依云水是水中的极品，来自哪个国家？,1^法国$2^中国$3^日本,20,1
286,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,西方的圣诞节前一天叫平安夜，平安夜是几月几号？,1^12.24$2^12.25$3^12.26,20,1
287,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,西方的万圣节，人们会用什么植物做成一盏灯？,1^冬瓜$2^南瓜$3^西瓜,20,2
288,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,是中国的一种传统食品，又是明星对于喜欢自己的人的统称叫什么？,1^粉丝$2^血豆腐$3^地瓜,20,1
289,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,用来鉴定亲子关系的脱氧核糖核酸的缩写是哪三个英文字母？,1^DNA$2^DNF$3^DNC,20,1
290,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,在巴西盛行，同时也是国际舞比赛项目之一的舞蹈是哪种？,1^桑巴$2^伦巴$3^恰恰,20,1
291,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,男女表演者随着音乐节奏的东张西望，被阿根廷人视为国粹的舞蹈是？,1^探戈$2^恰恰$3^牛仔,20,1
292,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,北京奥运会游泳比赛场馆叫什么？,1^鸟巢$2^水立方$3^立水桥,20,2
293,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,北京奥运会田径比赛场地叫什么？,1^鸟巢$2^炮坦塔$3^水立方,20,1
294,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,我们通常用哪俩个英文字母表示电台主持人？,1^FC$2^DJ$3^EA,20,2
295,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,英雄人物超人的衣服上面，胸口有一个字母是什么？,1^F$2^S$3^A,20,2
296,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,小时候常吃的果丹皮是用哪种水果做的？,1^山楂$2^荔枝$3^柠檬,20,1
297,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,星期日在日历上的英文缩写是哪三个英文字母？,1^Sun$2^FBI$3^CBD,20,1
298,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,为了维护个人隐私，银行会在营业柜台外多长距离设置排队等候线？,1^0.5米$2^1米$3^1.5米,20,2
299,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,洋快餐麦当劳的招牌是一个什么英文字母？,1^M$2^A$3^F,20,1
300,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,得到新浪微博官方认证的用户，会标记什么字母？,1^A$2^V$3^C,20,2
301,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,西方传统中，结婚时戒指应该戴在哪个指头？,1^无名指$2^中指$3^大拇指,20,1
302,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,周杰伦的专辑叶惠美中，叶惠美是周杰伦的什么人？,1^母亲$2^父亲$3^女朋友,20,1
303,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,一般通常所见的章鱼有多少只触角？,1^七只$2^八只$3^九只,20,2
304,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,95年TVB版的《神雕侠侣》当中，杨过的扮演者是谁？,1^古天乐$2^黄日华$3^吴启华,20,1
305,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,称为近代科学之父的是？,1^牛顿$2^伽利略$3^贝尔,20,2
306,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,我们时常用哪种水果来形容女生精致小巧的嘴？,1^荔枝$2^樱桃$3^毛丹,20,2
307,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,曾经是太阳系九大行星之一，如今被降级的是哪一个行星？,1^天王星$2^冥王星$3^水星,20,2
308,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,孔子是儒家学派的，那么老子是什么学派的？,1^道家$2^法家$3^墨家,20,1
309,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,第一次世界大战的始末时间是1914年到几几年？,1^1980$2^1981$3^1982,20,2
310,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,我国第一个实现特殊经济政策和管理体制的经济特区是哪个城市？,1^深圳$2^上海$3^北京,20,1
